hw(rs1),HW
15,129
3,61
14,155
16,128
8,119
13,126
9,120
5,80
4,73
11,119
14,126
12,116
16,145
17,124
18,134
16,120
3,52
8,100
16,133
12,126
10,129
5,87
12,124
11,122
11,129
11,114
15,138
0,1
19,122
9,120
16,125
6,99
10,123
18,114
16,145
3,55
11,97
18,130
12,127
9,122
13,143
19,116
10,102
13,131
10,122
4,74
1,23
15,136
3,53
14,132
4,70
14,131
14,119
10,135
12,109
9,109
4,70
10,124
11,113
11,128
16,141
15,126
7,82
2,41
15,132
17,141
9,117
0,3
10,114
11,103
16,112
8,108
2,41
2,39
9,112
15,112
15,138
11,117
7,92
6,81
15,129
18,120
10,107
4,66
4,69
4,73
4,67
5,78
13,131
15,133
7,102
15,123
15,139
15,128
18,131
15,123
10,116
6,95
14,139
10,113
18,140
0,1
14,126
14,141
19,140
12,112
16,133
18,135
5,82
9,112
12,110
2,36
11,130
13,136
15,118
8,120
10,122
8,94
15,130
10,125
5,75
12,121
11,121
18,118
1,22
17,123
19,127
2,41
16,143
6,81
15,129
9,121
13,131
16,138
13,129
7,90
16,121
12,122
4,69
2,38
14,119
14,117
11,140
16,128
14,136
9,106
8,108
14,140
18,110
14,140
8,113
18,127
7,87
14,153
17,136
2,41
15,114
12,117
12,114
6,77
14,121
9,100
10,117
12,119
15,128
2,38
12,123
15,131
17,132
13,124
5,82
8,107
10,124
18,134
14,143
13,125
15,123
18,121
12,131
11,120
4,68
2,41
12,133
8,108
15,110
2,33
15,137
12,129
17,122
16,126
0,3
18,144
3,53
17,124
12,126
10,132
15,132
3,46
5,86
6,90
10,114
4,58
15,127
14,119
13,129
14,132
11,116
18,126
12,123
4,68
6,77
2,40
7,94
13,109
10,134
14,126
11,126
0,3
16,127
7,88
19,129
10,131
15,110
13,130
8,104
15,131
4,69
19,111
17,148
18,132
13,131
6,92
18,136
13,108
14,138
12,116
4,68
14,127
16,135
16,128
19,140
15,121
0,3
3,52
13,135
15,124
14,112
14,134
0,1
19,124
15,121
4,62
16,133
11,114
15,137
10,136
16,123
7,106
14,137
6,95
7,99
3,50
19,139
17,128
10,116
3,52
14,143
14,138
18,134
17,112
15,113
17,122
4,55
5,72
15,121
17,127
12,129
3,57
13,108
13,136
9,99
16,137
15,126
16,134
15,140
11,129
12,136
3,58
14,131
16,134
6,91
14,133
12,124
16,119
12,132
7,107
8,99
18,119
9,110
13,132
4,71
18,123
14,118
13,115
8,99
12,123
19,126
8,111
12,119
11,112
17,129
1,21
10,107
12,127
8,97
4,59
9,102
1,23
6,90
6,76
14,127
16,135
11,123
14,148
5,73
14,140
18,115
14,127
12,110
16,135
16,120
13,136
1,23
8,106
1,23
7,92
19,130
11,140
13,121
9,108
6,99
18,152
0,1
16,119
13,134
9,115
13,105
3,51
4,74
13,119
5,74
13,131
0,1
16,126
15,126
3,57
5,77
6,92
4,70
12,122
14,133
11,117
14,134
11,110
2,37
18,123
16,140
14,118
19,119
5,88
14,127
8,102
7,93
12,130
14,127
15,137
17,135
15,112
15,123
19,131
0,3
13,116
8,109
12,127
16,114
17,131
7,94
12,132
13,123
17,132
9,115
13,133
12,119
19,125
9,109
5,87
14,132
13,124
15,117
6,95
12,134
15,132
0,3
17,127
6,81
10,114
16,123
13,127
12,127
11,108
14,131
6,87
7,107
15,123
2,38
13,136
8,126
8,108
15,133
16,108
1,21
7,98
17,132
4,72
14,139
9,125
17,129
9,118
14,124
12,137
14,132
8,111
13,115
15,130
15,114
4,64
16,123
12,112
9,112
18,141
6,88
13,120
11,121
17,108
13,127
13,119
18,122
18,134
12,128
15,142
12,124
9,108
18,148
4,73
17,121
16,123
15,130
13,127
14,154
3,55
1,23
16,135
6,100
17,132
10,104
2,32
10,126
14,125
7,114
2,41
17,116
3,53
11,122
8,108
15,130
1,20
6,92
15,135
11,104
14,135
12,128
4,67
13,137
16,134
2,40
12,129
15,121
2,33
17,129
16,113
9,120
20,139
0,3
15,136
9,112
5,69
16,127
16,126
16,108
7,106
8,110
9,108
9,121
4,72
7,100
9,111
13,117
9,108
9,108
14,148
13,113
7,104
18,133
15,134
3,45
13,114
13,131
10,116
5,84
15,123
15,116
3,58
5,83
9,118
11,118
8,89
14,119
15,108
6,83
10,134
7,87
1,23
15,124
6,84
12,123
9,103
7,96
7,94
14,108
15,124
16,133
16,135
12,123
12,131
11,135
8,96
14,119
0,1
4,56
17,142
9,113
15,123
17,125
12,115
16,122
15,118
1,23
10,123
16,142
13,139
12,112
15,129
19,128
8,118
9,117
15,123
8,110
10,124
13,135
0,3
13,131
13,118
12,130
16,139
14,137
13,136
9,122
17,119
0,3
15,122
5,95
0,1
0,3
14,115
15,140
11,107
11,105
15,130
1,17
11,126
16,139
3,55
11,116
11,148
9,109
17,135
12,134
6,86
3,47
8,107
6,88
3,57
1,23
19,115
12,128
7,113
11,111
14,140
13,127
20,118
2,40
17,140
4,67
2,35
3,52
18,138
3,55
14,125
16,129
11,115
16,130
16,150
12,140
6,76
11,117
15,144
9,105
14,131
10,107
12,130
13,118
10,121
13,125
14,126
17,137
14,126
14,131
12,130
12,121
0,3
9,112
15,145
12,134
8,100
16,127
10,115
15,133
3,57
9,111
1,23
15,129
7,98
15,138
16,118
2,43
15,144
14,133
20,125
3,55
3,53
15,135
0,3
14,136
8,109
7,89
10,130
9,103
17,126
14,132
11,132
16,130
13,144
12,126
7,99
15,121
12,140
18,142
16,124
11,105
0,3
14,122
11,123
3,47
17,122
18,118
14,116
14,116
14,122
2,38
14,116
14,114
4,71
4,60
14,127
9,113
11,112
17,134
12,118
7,95
4,64
12,121
17,136
1,23
16,136
10,121
15,135
7,106
10,122
6,83
8,106
4,71
18,135
6,91
14,121
16,138
13,123
12,119
16,145
6,87
15,137
7,86
6,92
4,68
17,121
13,116
19,116
17,119
15,111
5,82
17,116
3,47
13,125
4,70
12,127
4,58
10,110
11,129
6,91
14,137
11,118
15,114
3,51
0,3
17,129
14,133
14,131
15,138
11,115
13,129
16,137
12,126
4,75
12,129
4,71
14,123
15,121
5,80
3,40
0,3
11,118
2,39
10,116
5,76
10,123
12,117
7,93
18,137
13,130
14,120
17,127
14,113
2,35
12,126
10,93
7,105
1,20
12,106
7,107
3,47
13,130
9,111
9,116
2,42
1,20
5,77
18,137
11,113
8,115
14,140
1,23
10,123
11,117
9,122
2,41
12,112
8,119
14,133
13,128
11,123
20,127
8,115
3,58
5,82
8,109
17,109
9,93
15,121
14,146
15,135
10,115
16,119
21,134
12,133
6,88
7,90
11,126
8,106
5,72
13,125
17,135
4,70
17,123
0,3
7,99
14,124
11,124
15,146
11,127
11,131
12,109
8,107
12,118
14,134
5,89
14,128
12,138
15,140
7,103
11,113
15,136
2,40
8,115
2,37
16,134
18,123
14,140
16,122
10,119
14,135
8,114
15,139
8,119
15,123
7,102
16,134
17,118
10,117
15,123
12,124
12,117
17,106
15,124
9,117
9,101
4,61
18,129
5,71
4,69
4,69
14,121
0,1
3,52
14,109
15,136
5,85
2,40
5,85
11,126
15,119
14,136
12,138
17,136
15,117
13,118
16,137
13,117
10,104
11,125
13,119
17,139
9,127
16,114
8,104
7,94
4,74
19,123
15,123
9,114
4,58
9,127
11,124
6,83
6,84
11,105
11,120
15,134
10,113
15,155
16,118
0,3
1,20
14,127
18,120
5,80
14,135
11,123
8,102
14,140
15,117
6,74
10,121
8,110
5,75
16,112
11,117
14,145
16,131
13,112
10,112
16,135
15,117
11,125
10,116
17,120
4,63
10,125
14,131
16,129
11,135
7,111
3,49
16,152
16,126
0,3
3,51
4,68
9,104
18,153
14,122
16,120
0,3
2,42
5,83
10,126
15,125
13,117
17,131
14,125
17,115
14,113
5,68
11,128
1,23
16,131
3,59
10,120
15,136
15,116
15,125
14,117
18,122
5,79
6,88
15,124
11,146
3,56
11,109
3,61
16,130
15,129
10,117
7,95
0,1
15,129
7,89
4,69
15,121
14,129
6,90
14,134
6,76
13,147
3,54
15,127
11,122
12,114
15,132
2,43
16,135
6,87
16,121
11,120
0,3
10,117
9,119
18,130
14,116
15,130
9,99
16,112
4,71
1,22
17,133
15,131
15,139
18,156
19,130
5,91
15,148
11,124
8,108
1,23
15,125
8,104
2,39
10,129
6,82
10,117
4,74
7,104
17,131
15,137
10,124
14,139
15,135
17,136
9,114
3,55
1,23
7,111
16,123
0,1
13,133
10,128
6,70
15,133
12,121
20,136
8,111
15,134
4,67
15,130
15,127
5,80
9,123
8,106
3,54
9,116
1,23
10,127
15,136
7,105
14,127
8,104
12,130
17,121
15,115
0,3
16,115
1,20
16,135
17,123
17,137
0,3
13,111
15,108
12,115
9,117
7,111
15,128
11,117
16,116
11,118
16,131
1,20
13,134
8,103
16,141
9,99
2,41
12,142
18,130
7,87
6,90
15,121
16,126
16,127
15,129
14,107
6,98
17,143
16,133
9,120
4,55
15,105
7,83
16,140
15,136
20,130
16,114
18,131
18,125
14,116
17,124
13,148
5,67
6,99
9,106
10,111
8,111
15,131
12,115
17,132
14,136
14,118
2,38
10,113
12,130
12,129
6,84
8,102
17,144
6,78
15,130
1,23
2,40
14,126
18,147
16,136
1,23
13,128
12,128
16,130
8,97
0,3
5,78
15,136
2,39
19,123
16,137
12,130
17,129
11,106
14,111
15,147
7,113
13,125
3,59
15,135
12,126
13,119
14,118
10,126
11,110
16,139
15,134
1,22
15,115
12,124
16,135
13,141
19,139
4,60
12,129
4,66
6,88
2,41
9,112
15,123
13,126
10,104
14,124
8,102
10,131
16,140
14,118
13,131
10,110
14,127
5,78
15,138
6,94
16,126
6,98
14,141
15,133
5,74
12,122
11,114
9,109
21,147
0,3
7,96
12,125
15,123
8,100
8,108
8,109
13,128
18,109
13,129
14,131
12,125
14,116
11,125
4,65
10,122
17,134
6,90
17,129
16,145
1,23
15,123
12,113
11,120
6,88
14,115
13,135
17,120
18,122
12,113
16,131
6,93
17,147
15,130
19,145
17,129
14,144
8,121
18,123
15,145
6,89
14,122
14,116
2,37
0,3
13,111
6,86
17,132
1,23
16,133
15,113
17,138
17,132
13,138
2,37
13,121
6,79
1,23
15,125
11,112
9,116
9,114
16,119
19,119
14,136
2,39
16,118
4,62
14,129
14,141
1,21
11,119
9,109
18,132
18,99
9,114
12,132
3,59
12,117
7,108
9,94
2,36
15,117
18,139
7,93
2,39
7,110
6,82
5,84
4,67
15,123
4,73
9,117
3,54
2,40
10,128
15,111
10,115
6,88
16,122
2,40
5,89
10,111
16,133
21,130
11,120
16,126
5,86
15,112
6,96
10,115
5,75
4,61
11,116
10,106
7,100
4,65
19,111
15,128
13,133
6,82
10,105
12,138
12,111
11,134
17,127
7,101
10,118
2,38
17,120
1,23
16,135
10,120
17,139
3,55
15,123
18,122
17,118
3,57
19,139
3,56
2,38
9,113
16,119
16,127
13,121
10,128
8,119
3,55
0,3
1,23
13,137
16,114
13,128
15,126
7,100
15,116
8,89
10,111
16,132
16,140
16,126
13,120
13,132
10,121
3,52
17,144
6,84
7,96
3,54
5,78
15,142
15,138
8,105
4,61
6,86
11,127
16,140
1,21
5,80
16,127
16,128
4,73
14,108
16,133
6,89
9,112
18,119
3,55
12,135
1,22
17,135
8,100
8,96
9,132
9,102
14,137
13,135
17,116
11,133
1,23
9,111
1,21
13,127
5,86
10,97
16,133
18,144
17,129
5,77
15,117
2,33
3,57
12,122
15,127
13,112
7,88
6,92
0,3
13,131
17,130
10,133
10,119
4,73
16,124
15,109
3,47
6,76
1,23
6,83
10,107
13,115
15,125
13,116
17,139
16,120
5,82
3,53
13,120
6,88
11,120
12,133
3,57
18,126
15,126
4,67
15,140
12,123
13,137
6,89
12,112
17,128
1,23
16,123
17,121
18,124
14,131
6,96
15,127
18,133
13,129
6,91
15,125
17,133
18,135
13,135
9,98
18,126
18,116
16,130
17,141
12,121
9,112
4,68
3,48
1,21
7,86
17,118
11,110
16,133
15,133
4,71
14,130
0,3
7,99
6,102
12,126
17,118
9,109
15,139
1,23
7,107
10,123
15,150
16,130
15,118
6,88
13,128
3,59
12,120
16,133
18,126
10,120
16,133
17,126
16,116
17,136
10,113
8,107
15,132
13,122
9,107
16,133
13,135
4,67
10,114
15,133
13,133
18,126
15,145
14,127
4,67
9,99
1,21
3,39
7,112
5,87
14,132
16,128
16,127
5,83
17,125
13,118
6,100
15,126
14,111
15,128
0,3
10,119
13,138
14,127
8,103
6,101
12,118
7,96
14,129
14,124
1,21
8,133
11,114
5,77
17,132
12,117
16,141
14,125
6,90
11,127
12,136
3,58
6,103
15,120
13,118
10,113
13,115
6,93
0,3
13,111
12,120
16,121
8,110
13,132
5,71
15,119
4,69
16,123
15,121
16,147
16,142
18,117
5,81
15,140
18,129
8,88
12,136
17,117
17,134
14,116
11,112
14,139
7,100
16,135
13,141
12,131
7,111
0,3
14,128
12,113
16,130
5,83
15,128
16,143
15,125
13,128
13,129
18,132
4,70
7,94
17,119
17,138
1,20
15,125
16,129
18,127
3,50
15,115
1,23
15,125
13,135
13,132
18,130
1,21
9,108
14,113
15,132
17,139
17,122
17,124
15,121
12,140
2,33
17,144
13,117
7,98
6,88
14,125
15,130
8,100
0,3
15,129
7,103
14,142
14,142
6,88
12,119
4,77
10,110
17,116
17,102
15,139
12,129
8,110
16,135
1,22
10,130
15,140
10,124
15,126
8,105
10,111
13,121
15,146
18,129
1,23
7,94
3,52
15,129
10,121
14,129
12,121
4,70
12,129
0,3
16,131
7,95
13,119
15,133
8,121
9,115
9,116
17,124
13,150
16,129
10,127
3,55
14,109
13,132
1,20
17,132
14,121
16,143
8,112
11,107
11,122
6,85
15,120
6,81
15,134
7,111
1,20
10,121
5,86
8,116
13,119
13,128
5,79
15,126
0,3
5,96
17,129
13,112
16,126
19,126
14,122
1,20
0,3
1,23
11,112
14,119
0,3
15,151
14,120
13,112
7,87
17,115
11,114
13,147
13,130
20,134
13,130
12,104
8,104
15,133
15,121
16,140
3,56
15,145
15,137
11,119
14,134
19,120
16,137
7,109
10,120
2,40
9,106
5,77
14,141
7,96
17,127
10,112
15,134
6,91
16,118
5,76
6,87
8,122
4,77
17,137
12,145
0,1
16,134
17,120
17,138
8,103
0,1
15,126
13,127
5,72
3,60
2,41
8,93
16,144
12,132
2,41
1,22
12,142
16,131
5,86
15,132
15,119
13,132
8,90
4,70
12,133
4,67
14,122
0,1
8,105
9,107
10,121
10,109
14,118
7,90
6,86
15,112
5,82
9,106
8,95
10,119
12,124
14,120
14,130
13,133
10,121
13,143
10,130
15,128
14,130
16,126
0,3
14,129
13,139
5,79
16,113
13,136
11,109
16,133
11,130
17,116
16,136
6,94
14,111
1,21
17,133
15,127
15,122
17,114
14,127
5,78
12,128
15,132
18,138
7,108
0,3
7,99
14,135
8,105
13,131
17,124
15,127
0,1
18,115
9,115
12,127
13,134
4,67
7,97
9,112
14,123
10,128
16,129
13,120
0,1
13,127
15,126
14,124
16,133
3,52
8,104
19,112
17,146
18,112
3,52
3,50
15,137
9,105
9,114
14,130
15,117
13,119
14,131
4,70
4,67
14,123
13,131
18,132
9,110
9,112
10,133
14,128
5,81
13,130
15,126
14,120
8,103
13,140
4,69
18,129
17,118
11,117
16,144
3,48
7,93
3,48
16,116
2,43
16,127
10,122
20,127
10,125
14,132
17,131
12,122
3,46
9,120
18,128
0,1
1,23
19,131
14,124
10,114
13,122
14,143
18,125
13,147
4,65
14,146
7,104
13,121
1,21
10,130
17,121
7,94
1,22
0,3
14,134
13,129
14,111
7,109
0,3
5,79
14,122
7,96
16,137
6,92
15,155
2,38
14,130
8,99
4,61
10,107
16,129
16,119
17,120
11,117
17,106
1,23
15,133
7,105
15,137
7,97
3,49
4,71
16,142
0,1
12,122
5,81
15,134
15,128
7,87
16,128
14,143
16,147
12,127
14,133
6,97
7,98
5,75
10,124
14,138
5,80
15,130
13,120
15,125
11,125
14,132
16,153
19,141
17,131
5,82
1,21
14,145
5,85
13,113
5,68
10,107
14,135
0,3
9,107
17,132
3,60
9,118
2,42
11,110
19,123
15,133
4,66
15,134
6,101
12,130
7,101
5,74
13,117
17,114
10,113
16,129
5,85
10,102
10,124
9,118
8,111
17,127
4,66
13,138
3,57
6,77
17,126
17,121
16,107
16,135
4,59
16,133
12,127
18,137
15,137
6,90
14,114
5,81
7,97
13,132
10,111
11,116
2,43
12,111
19,116
12,114
13,117
14,115
15,124
18,118
13,119
9,111
8,109
15,120
8,114
11,124
17,140
14,140
2,41
13,135
10,111
14,116
16,119
12,130
11,130
6,95
15,124
15,131
4,65
12,118
17,124
0,3
5,65
8,112
11,127
18,128
6,88
16,139
6,99
14,134
13,117
15,134
16,119
5,94
13,138
1,23
9,114
17,125
0,1
14,130
8,108
15,117
11,115
7,96
16,133
0,1
2,38
12,122
15,127
12,103
7,112
15,132
3,58
0,3
15,144
12,126
3,61
17,117
6,91
15,128
8,115
10,131
15,129
13,132
12,132
0,3
14,138
14,126
1,21
4,58
15,148
11,129
8,104
14,136
17,124
6,80
16,128
7,102
12,101
0,3
2,37
8,99
12,142
13,121
14,129
9,126
7,105
15,131
14,110
13,115
6,90
9,107
16,143
16,139
4,62
6,93
12,115
1,20
15,135
6,80
9,118
0,3
3,46
12,125
15,120
7,111
13,125
8,104
3,51
11,142
3,59
1,23
16,132
14,116
9,116
14,124
11,125
17,143
18,114
14,129
14,130
15,134
4,68
6,78
13,125
9,104
14,112
13,135
2,38
16,140
6,80
14,124
12,126
6,88
8,119
7,90
2,39
16,131
12,130
17,139
2,40
0,3
14,133
13,131
7,101
13,132
12,129
6,88
10,116
17,117
15,120
9,122
4,67
4,72
18,126
13,122
16,116
5,87
7,93
9,115
8,103
0,3
9,102
13,147
17,152
13,133
5,78
6,92
8,109
12,135
7,87
14,129
16,130
4,45
13,131
17,134
15,125
9,111
9,106
16,127
8,116
14,142
12,119
10,118
12,123
1,23
14,121
3,54
19,121
17,128
12,124
11,137
2,40
7,98
6,97
19,130
0,3
11,137
18,131
3,55
15,132
20,117
10,118
15,131
18,130
15,126
3,59
16,144
17,127
2,41
3,56
7,108
8,108
2,35
7,95
8,110
14,126
10,120
15,137
8,91
15,135
12,127
17,123
3,53
15,123
5,77
5,75
4,65
6,92
15,134
0,3
2,41
17,136
1,21
1,23
8,107
4,70
17,136
13,116
14,121
12,134
20,129
17,128
5,77
8,101
7,105
14,141
13,127
15,127
5,81
15,113
9,111
14,112
16,130
1,21
17,124
7,92
6,95
12,117
6,91
17,129
19,126
19,118
12,132
15,125
8,101
7,99
19,138
6,85
10,127
16,127
17,119
2,38
15,138
12,125
16,129
11,132
17,136
6,96
3,61
4,72
10,120
8,113
12,133
1,23
9,129
10,94
16,128
1,23
2,40
16,124
15,140
13,117
15,123
13,134
0,1
16,112
17,115
6,87
13,112
12,116
3,50
11,93
14,145
13,130
5,88
13,108
2,41
14,136
16,133
18,141
13,123
4,63
13,112
9,117
9,111
14,121
18,113
20,150
15,123
0,3
15,124
11,111
10,115
9,118
14,115
15,122
19,122
18,127
14,113
2,37
4,67
6,91
17,125
7,99
10,111
2,34
14,125
14,121
7,108
15,119
13,138
14,133
6,88
17,126
12,114
7,92
5,73
6,94
11,116
13,126
12,112
18,137
17,123
8,101
4,61
8,105
10,126
0,3
19,128
5,77
5,84
12,135
15,133
16,128
18,126
19,144
12,106
16,132
9,118
13,117
12,115
11,124
14,138
17,123
13,128
11,120
14,131
0,3
12,132
15,125
10,130
11,127
10,133
18,135
18,116
15,133
11,138
3,59
6,92
12,130
14,133
15,113
0,3
10,124
12,114
13,137
16,129
16,121
10,115
14,135
16,135
12,129
15,119
14,142
15,147
2,43
12,120
15,127
12,127
16,140
1,21
0,1
18,132
11,111
14,135
15,122
0,3
12,105
19,110
7,109
13,141
5,76
9,103
10,124
9,117
14,113
15,126
14,126
5,85
13,140
2,36
13,120
18,125
10,119
7,88
14,134
2,40
15,134
14,141
6,88
8,96
11,127
10,118
15,141
15,120
10,121
11,122
16,137
16,143
3,59
14,129
5,85
16,119
15,135
14,131
8,99
16,150
18,122
7,89
7,102
16,137
16,120
4,64
14,127
3,53
3,51
15,133
18,118
12,133
14,132
15,131
2,40
16,122
15,121
8,110
10,113
16,127
9,118
12,120
15,148
10,105
15,123
11,107
6,90
3,47
13,133
15,123
4,65
15,137
0,3
10,129
15,136
7,102
1,20
15,130
1,21
18,127
5,69
1,23
7,90
4,64
15,118
4,61
14,141
0,3
17,141
1,21
11,132
7,91
18,136
14,134
10,107
11,120
17,131
5,70
0,3
15,125
11,119
2,35
6,99
1,17
0,3
17,125
13,131
12,137
0,3
8,125
15,116
16,115
9,88
10,115
9,119
15,129
15,131
8,102
13,139
5,76
1,23
15,136
13,109
16,122
4,72
11,124
13,125
7,94
11,122
19,114
13,120
14,132
15,115
16,127
19,150
12,132
0,1
14,137
14,127
11,114
11,125
15,136
13,129
12,113
9,105
20,113
14,124
12,130
11,114
2,41
16,146
16,132
16,144
8,112
12,120
17,123
16,117
17,128
11,126
10,130
10,137
16,132
12,124
0,1
6,84
16,117
10,103
12,122
1,23
1,21
13,108
14,139
8,113
5,74
13,140
9,101
5,86
17,143
11,119
12,133
6,92
11,116
11,125
14,125
6,99
8,115
18,131
9,107
11,122
14,137
18,125
16,143
14,114
13,116
18,134
16,129
21,145
6,88
17,126
5,83
2,35
5,73
15,132
10,118
14,120
1,21
17,130
14,127
10,135
12,134
16,128
4,64
15,145
18,135
9,113
14,139
17,126
6,92
9,128
17,130
10,96
12,122
16,131
14,125
4,68
13,115
10,104
5,84
17,133
7,104
3,50
13,129
17,139
9,95
9,106
16,140
16,135
13,127
14,135
15,121
13,121
4,59
15,136
17,136
11,127
12,132
11,108
13,123
8,95
17,131
2,39
4,68
6,95
15,118
7,105
7,88
15,135
15,136
11,107
11,122
12,122
12,120
17,127
2,36
14,125
11,115
3,59
0,3
8,114
12,126
17,125
12,123
15,150
2,41
6,89
18,121
13,144
15,103
17,131
9,101
15,139
8,114
10,108
9,117
16,123
12,113
13,109
6,93
15,133
15,145
16,140
17,136
11,121
3,52
1,23
15,126
1,23
9,117
5,68
9,101
13,143
15,120
13,125
6,101
0,3
7,121
12,123
7,98
0,3
5,78
15,141
4,67
7,103
1,23
9,99
16,119
10,101
3,54
16,150
12,135
11,128
8,113
14,126
4,65
13,129
11,118
9,105
16,121
16,138
9,122
11,121
13,131
16,120
7,105
2,41
4,70
12,121
1,23
12,137
13,115
9,119
13,138
14,136
16,155
17,142
14,129
15,118
1,21
6,81
7,97
15,132
12,128
16,122
10,110
11,122
11,125
18,126
7,94
17,147
4,69
13,120
19,133
14,144
14,116
14,128
6,99
7,99
14,121
1,23
11,122
18,118
16,111
1,17
5,73
16,161
5,69
15,118
15,123
16,125
8,100
11,133
14,123
12,120
6,71
17,124
10,127
9,109
4,74
1,19
4,63
14,124
3,58
0,1
20,125
11,112
12,121
3,47
17,139
10,120
14,116
1,23
16,134
16,142
2,36
14,129
15,128
18,134
5,96
15,134
14,126
0,1
15,151
13,123
13,123
5,82
14,127
17,161
18,112
3,60
15,128
15,126
14,112
3,53
11,124
12,138
13,129
17,141
15,123
5,74
10,122
16,129
18,134
18,118
20,143
13,134
17,139
16,121
14,134
9,109
13,121
12,136
10,104
13,126
8,122
17,126
10,119
17,106
10,116
12,128
7,91
16,135
4,75
11,120
5,80
12,138
3,53
5,81
15,127
16,129
16,126
13,116
6,92
15,120
13,116
7,96
18,133
1,23
12,102
11,110
15,141
17,147
18,129
21,122
17,136
17,122
14,133
12,114
16,141
9,127
16,133
5,79
15,131
10,101
3,42
1,21
13,134
16,139
15,131
6,97
3,55
7,101
7,90
11,108
11,123
17,132
6,95
11,111
19,133
14,129
11,124
7,102
0,1
6,86
13,134
12,130
11,125
8,104
5,81
10,116
15,109
19,123
13,128
4,66
14,103
8,89
14,128
11,123
15,134
10,117
1,23
5,60
17,131
8,101
4,74
6,91
13,143
3,51
13,115
16,140
5,89
3,52
10,121
16,125
11,127
9,112
12,131
20,143
14,152
11,131
15,129
15,134
13,127
17,117
16,121
15,130
16,133
13,125
17,120
11,118
1,17
13,132
16,133
11,104
5,82
15,103
15,121
7,79
6,79
16,116
15,123
15,118
13,140
16,136
14,131
8,95
6,90
1,22
16,119
13,139
7,108
11,117
15,140
14,126
17,129
10,113
7,94
11,124
15,131
2,38
9,122
2,38
3,56
2,41
9,116
17,146
16,131
14,130
6,100
8,114
2,39
1,23
8,112
13,143
16,136
8,116
14,143
12,138
8,94
14,131
10,123
17,121
6,97
12,117
10,116
15,120
9,97
11,117
5,77
14,123
15,130
3,47
13,134
7,93
12,115
8,92
12,137
13,123
10,106
6,87
8,92
5,74
4,58
6,100
15,127
18,130
14,122
1,19
6,90
6,80
13,129
10,109
5,75
8,95
2,40
16,120
17,126
1,21
17,132
15,115
3,49
0,3
10,121
7,102
10,127
11,129
2,41
15,134
13,124
6,97
12,143
15,121
1,21
16,121
15,127
6,88
0,3
16,142
13,130
18,137
12,123
19,118
9,118
16,120
6,80
10,118
15,135
6,72
3,53
12,153
7,100
14,109
6,105
10,111
15,115
15,139
8,104
5,85
18,139
17,135
6,85
1,21
3,48
4,63
7,101
5,68
12,116
9,110
4,67
10,131
14,125
0,3
16,145
15,136
5,80
0,1
13,137
17,128
12,152
15,127
8,111
0,1
17,136
18,137
12,129
15,139
15,130
0,3
16,111
17,141
16,130
16,133
12,121
14,119
1,20
14,129
2,40
18,126
10,116
17,132
14,154
4,68
13,125
6,79
1,23
10,129
2,34
13,133
16,134
15,134
13,141
14,128
17,130
4,57
15,134
9,109
11,118
8,93
18,137
10,120
14,136
11,120
9,133
10,115
15,111
8,105
10,121
6,85
9,116
13,121
16,134
6,93
7,100
12,128
7,91
8,104
5,77
15,147
16,136
15,123
11,115
16,134
6,92
14,134
15,142
16,135
14,126
7,98
13,131
12,120
17,131
12,110
11,126
17,124
14,126
15,120
9,119
12,129
6,80
6,88
8,92
17,119
15,120
15,145
14,146
9,121
14,122
17,119
15,117
8,99
18,128
15,121
15,139
4,64
16,126
12,127
19,126
14,128
14,126
11,121
18,156
15,129
11,134
19,141
15,138
9,124
7,101
14,127
11,117
4,67
14,138
11,122
6,85
13,124
2,43
15,121
1,22
1,21
7,100
12,131
8,100
16,110
17,120
16,134
18,136
14,124
3,48
2,40
3,52
15,119
17,128
12,141
10,120
11,131
16,141
16,130
9,129
9,127
12,134
9,120
5,81
18,140
4,67
16,143
15,120
7,98
15,137
15,118
4,64
18,143
4,72
12,112
3,48
15,105
12,117
11,128
13,124
6,71
12,124
6,98
15,115
6,99
12,128
14,127
5,79
21,145
4,69
11,116
14,130
15,136
11,110
12,114
11,121
14,111
12,134
14,132
8,105
6,91
18,121
5,75
16,113
9,103
1,23
4,62
2,38
16,122
11,129
12,122
13,122
9,104
16,127
2,32
12,122
12,120
6,86
17,112
11,129
10,127
13,133
10,132
17,119
11,124
4,66
10,112
15,138
9,119
3,57
10,112
10,132
5,79
16,135
15,109
14,119
14,116
12,132
5,79
13,104
15,122
14,132
17,135
16,136
15,133
9,105
7,102
13,108
0,3
3,50
17,146
13,126
8,103
4,62
12,134
13,120
7,94
20,122
16,134
15,143
13,126
17,140
17,125
1,22
3,54
15,130
7,99
14,122
15,110
17,134
1,23
15,112
4,69
11,125
15,115
7,108
15,131
15,124
8,95
14,130
4,74
20,121
0,3
13,122
1,20
11,104
14,125
6,83
9,112
2,43
16,139
0,1
0,1
15,122
4,72
15,107
6,96
8,104
2,40
3,51
16,125
18,109
6,98
13,131
3,46
14,127
6,81
0,1
15,132
16,132
16,121
13,141
2,36
14,125
4,69
4,67
17,127
20,135
14,127
0,3
15,126
9,120
11,110
14,129
4,71
8,100
14,126
18,120
0,3
17,137
16,113
9,115
2,32
14,125
11,115
3,52
8,97
5,77
11,111
16,123
3,55
1,23
14,128
15,124
3,61
16,119
17,133
16,114
11,125
3,57
5,89
9,115
11,128
13,121
16,116
2,40
17,128
15,118
2,39
0,1
14,131
16,132
